Итерация 207: 24,0131   2,8128   -1,6999   -1,7506   6,1825   51,9017   -0,7107   60,7246   17,3772   36,282   f = 129,0979
Итерация 208: 23,9845   2,8033   -1,6953   -1,7452   6,1513   51,9285   -0,7089   60,7545   17,3877   36,2849   f = 128,8888
Итерация 209: 23,9425   2,7877   -1,6862   -1,7335   6,108   51,946   -0,7064   60,7806   17,3971   36,285   f = 128,9556
Итерация 210: 23,9184   2,7715   -1,6597   -1,7178   6,0709   51,95   -0,7027   60,772   17,3788   36,2736   f = 129,6656
Итерация 211: 23,8786   2,7643   -1,6717   -1,7195   6,0348   51,9999   -0,7018   60,8363   17,4121   36,2863   f = 128,7752
Итерация 212: 23,8287   2,7414   -1,6522   -1,7046   5,9754   52,0227   -0,6991   60,8572   17,4096   36,2812   f = 129,187
Итерация 213: 23,8214   2,7366   -1,6413   -1,6977   5,9628   52,0256   -0,6964   60,8545   17,4033   36,2762   f = 129,4102
Итерация 214: 23,7973   2,7307   -1,6392   -1,6931   5,9372   52,0521   -0,6931   60,8842   17,4161   36,2781   f = 129,1075
Итерация 215: 23,7607   2,7163   -1,6301   -1,6844   5,8957   52,0756   -0,6909   60,9091   17,4213   36,2773   f = 129,1636
Итерация 216: 23,7317   2,7068   -1,6259   -1,6784   5,8656   52,0986   -0,6891   60,937   17,4321   36,2802   f = 128,9856
Итерация 217: 23,7102   2,6922   -1,6014   -1,664   5,8311   52,103   -0,6851   60,9279   17,4139   36,2683   f = 129,6653
Итерация 218: 23,6623   2,6797   -1,6063   -1,661   5,7856   52,1475   -0,684   60,9861   17,4415   36,2783   f = 129,0559
Итерация 219: 23,6429   2,6757   -1,6081   -1,66   5,7656   52,1746   -0,6823   61,0165   17,4551   36,2826   f = 128,6638
Итерация 220: 23,6181   2,6597   -1,5852   -1,6455   5,7303   52,1736   -0,6793   61,0063   17,4381   36,2718   f = 129,3983
Итерация 221: 23,5892   2,6499   -1,5804   -1,6397   5,6993   52,1969   -0,6775   61,0328   17,4471   36,2738   f = 129,2643
Итерация 222: 23,5584   2,6389   -1,5751   -1,6335   5,6658   52,2196   -0,6757   61,0583   17,4549   36,2749   f = 129,1919
Итерация 223: 23,5215   2,6318   -1,581   -1,6333   5,6283   52,2729   -0,6729   61,1181   17,4821   36,2839   f = 128,3958
Итерация 224: 23,4977   2,6172   -1,5622   -1,6202   5,5981   52,2672   -0,6711   61,1089   17,4692   36,2759   f = 129,0508
Итерация 225: 23,4888   2,6113   -1,5491   -1,612   5,5831   52,2698   -0,6681   61,1049   17,4614   36,2699   f = 129,3341
Итерация 226: 23,4432   2,5991   -1,552   -1,6086   5,5392   52,3142   -0,667   61,1609   17,4868   36,2799   f = 128,7485
Итерация 227: 23,4249   2,5874   -1,5317   -1,5957   5,5107   52,3162   -0,6627   61,1525   17,4724   36,2688   f = 129,3253
Итерация 228: 23,3833   2,579   -1,5407   -1,5949   5,474   52,358   -0,6615   61,2096   17,5025   36,2796   f = 128,6099
Итерация 229: 23,3691   2,5686   -1,525   -1,5863   5,4512   52,3602   -0,6597   61,2026   17,4893   36,2725   f = 129,0901
Итерация 230: 23,3425   2,5601   -1,5202   -1,5803   5,4237   52,3819   -0,6579   61,2284   17,4991   36,2752   f = 128,9196
Итерация 231: 23,2982   2,5494   -1,524   -1,5772   5,3802   52,4262   -0,655   61,2824   17,5239   36,2819   f = 128,3574
Итерация 232: 23,2709   2,5396   -1,5187   -1,5722   5,3495   52,45   -0,6532   61,3066   17,5304   36,2829   f = 128,2657
Итерация 233: 23,262   2,5336   -1,5053   -1,564   5,3343   52,4526   -0,6502   61,3024   17,5222   36,2769   f = 128,5584
Итерация 234: 23,1959   2,5075   -1,4912   -1,5505   5,2613   52,4925   -0,6477   61,3454   17,5307   36,2769   f = 128,6931
Итерация 235: 23,1962   2,5076   -1,4892   -1,549   5,2616   52,4928   -0,6471   61,3459   17,531   36,2771   f = 128,6738
Значение целевой функции: 128,673840557018
