Итерация 401: 11,11305888   8,67572087   -0,00577536   2,35911307   9,68410074   14,04212503   7,12281652   12,75978289   9,01417185   12,55266017   
Итерация 402: 11,11305466   8,67571806   -0,00576105   2,35911094   9,68409562   14,04212011   7,12281391   12,75977567   9,01416623   12,55265686   
Итерация 403: 11,11305057   8,67571533   -0,00574716   2,35910888   9,68409065   14,04211534   7,12281138   12,75976868   9,01416077   12,55265364   
Итерация 404: 11,11304647   8,6757126   -0,00573324   2,35910681   9,68408566   14,04211055   7,12280884   12,75976166   9,0141553   12,55265042   
Итерация 405: 11,11304239   8,67570988   -0,0057194   2,35910475   9,68408071   14,04210579   7,12280631   12,7597547   9,01414987   12,55264722   
Итерация 406: 11,11303834   8,67570718   -0,00570566   2,35910271   9,6840758   14,04210107   7,12280381   12,75974777   9,01414447   12,55264404   
Итерация 407: 11,11303429   8,67570448   -0,00569192   2,35910066   9,68407088   14,04209634   7,1228013   12,75974085   9,01413906   12,55264085   
Итерация 408: 11,11303027   8,6757018   -0,00567828   2,35909863   9,684066   14,04209165   7,12279881   12,75973398   9,01413371   12,5526377   
Итерация 409: 11,11302627   8,67569913   -0,0056647   2,35909661   9,68406114   14,04208698   7,12279633   12,75972713   9,01412837   12,55263455   
Итерация 410: 11,11302229   8,67569648   -0,00565121   2,3590946   9,68405631   14,04208235   7,12279387   12,75972034   9,01412307   12,55263143   
Итерация 411: 11,11301833   8,67569384   -0,00563777   2,35909261   9,6840515   14,04207772   7,12279142   12,75971357   9,01411779   12,55262831   
Итерация 412: 11,11301438   8,67569121   -0,00562437   2,35909061   9,6840467   14,04207312   7,12278898   12,75970681   9,01411252   12,55262521   
Итерация 413: 11,11301046   8,67568859   -0,00561106   2,35908863   9,68404194   14,04206854   7,12278655   12,7597001   9,01410729   12,55262213   
Итерация 414: 11,11300853   8,6756873   -0,0056044   2,35908765   9,68403959   14,04206628   7,12278535   12,7596968   9,01410471   12,55262061   
Расстояние до идеальной точки: 1127,85996100575
Время работы программы: 0:12.87
Ограничение 1 не нарушено. 
Ограничение 2 не нарушено. 
Ограничение 3 не нарушено. 
Ограничение 4 не нарушено. 
Ограничение 5 не нарушено. 
Ограничение 6 не нарушено. 
Ограничение 7 не нарушено. 
Ограничение 8 не нарушено. 
Ограничение 9 не нарушено. 
Ограничение на неотрицательность X1 не нарушено. 
Ограничение на неотрицательность X2 не нарушено. 
Ограничение на неотрицательгость X3 нарушено на 0,00560440460505618 единиц. 
Ограничение на неотрицательность X4 не нарушено. 
Ограничение на неотрицательность X5 не нарушено. 
Ограничение на неотрицательность X6 не нарушено. 
Ограничение на неотрицательность X7 не нарушено. 
Ограничение на неотрицательность X8 не нарушено. 
Ограничение на неотрицательность X9 не нарушено. 
Ограничение на неотрицательность X10 не нарушено. 
Штраф (сумма невязок): 0,00560440460505618
